title,link,year,month
"Rural areas lack AIDS diagnostic, counselling facilities","http://timesofindia.indiatimes.com//city/kanpur/Rural-areas-lack-AIDS-diagnostic-counselling-facilities/articleshow/17446369.cms",2012,12
"'Foreign hand' in World AIDS Day campaign","http://timesofindia.indiatimes.com//india/Foreign-hand-in-World-AIDS-Day-campaign/articleshow/17446371.cms",2012,12
"Zero discrimination against HIV positive patients an unrealistic target: Ghulam Nabi Azad","http://timesofindia.indiatimes.com//india/Zero-discrimination-against-HIV-positive-patients-an-unrealistic-target-Ghulam-Nabi-Azad/articleshow/17446446.cms",2012,12
"Sharp rise in HIV deaths in Punjab","http://timesofindia.indiatimes.com//india/Sharp-rise-in-HIV-deaths-in-Punjab/articleshow/17446454.cms",2012,12
"HIV not necessarily a death warrant","http://timesofindia.indiatimes.com//city/ahmedabad/HIV-not-necessarily-a-death-warrant/articleshow/17446546.cms",2012,12
"AIDS project launched in Karad","http://timesofindia.indiatimes.com//city/pune/AIDS-project-launched-in-Karad/articleshow/17446566.cms",2012,12
"A model response to AIDS","http://timesofindia.indiatimes.com//home/campaigns/A-model-response-to-AIDS/articleshow/17446685.cms",2012,12
"Miles to go in AIDS battle","http://timesofindia.indiatimes.com//home/campaigns/Miles-to-go-in-AIDS-battle/articleshow/17446695.cms",2012,12
"HIV infected seek empathy, not sympathy","http://timesofindia.indiatimes.com//city/visakhapatnam/HIV-infected-seek-empathy-not-sympathy/articleshow/17446923.cms",2012,12
"Timely treatment can help HIV couples","http://timesofindia.indiatimes.com//city/raipur/Timely-treatment-can-help-HIV-couples/articleshow/17446987.cms",2012,12
"Global seal for PGI�s HIV report","http://timesofindia.indiatimes.com//city/chandigarh/Global-seal-for-PGIs-HIV-report/articleshow/17447058.cms",2012,12
"With IVF, HIV infected can father children","http://timesofindia.indiatimes.com//city/raipur/With-IVF-HIV-infected-can-father-children/articleshow/17447397.cms",2012,12
"HIV positive children cry for attention","http://timesofindia.indiatimes.com//city/madurai/HIV-positive-children-cry-for-attention/articleshow/17447519.cms",2012,12
"HIV prevalence among sex workers decline in Rajasthan","http://timesofindia.indiatimes.com//city/jaipur/HIV-prevalence-among-sex-workers-decline-in-Rajasthan/articleshow/17447622.cms",2012,12
"1 in every 200 pregnant women HIV+ in Rajasthan","http://timesofindia.indiatimes.com//city/jaipur/1-in-every-200-pregnant-women-HIV-in-Rajasthan/articleshow/17447627.cms",2012,12
"'Govt has no record of HIV+ who collect medicines irregularly'","http://timesofindia.indiatimes.com//city/jaipur/Govt-has-no-record-of-HIV-who-collect-medicines-irregularly/articleshow/17447662.cms",2012,12
"Children rally to spread Aids awareness message","http://timesofindia.indiatimes.com//city/lucknow/Children-rally-to-spread-Aids-awareness-message/articleshow/17447801.cms",2012,12
"HIV infection on the rise among men in Balangir","http://timesofindia.indiatimes.com//city/bhubaneswar/HIV-infection-on-the-rise-among-men-in-Balangir/articleshow/17447992.cms",2012,12
"Corporate houses observe AIDS Day","http://timesofindia.indiatimes.com//city/bhubaneswar/Corporate-houses-observe-AIDS-Day/articleshow/17448034.cms",2012,12
"HIV helpline & treatment centres to kill your doubts","http://timesofindia.indiatimes.com//life-style/health-fitness/health-news/HIV-helpline-treatment-centres-to-kill-your-doubts/articleshow/17450309.cms",2012,12
"Deb Chowdhury and his band, Sahajiya perform to raise AIDS awareness in Kolkata","http://timesofindia.indiatimes.com//entertainment/hindi/music/music-events/Deb-Chowdhury-and-his-band-Sahajiya-perform-to-raise-AIDS-awareness-in-Kolkata/articleshow/17461231.cms",2012,12
"A model response to AIDS","http://timesofindia.indiatimes.com//home/campaigns/A-model-response-to-AIDS/articleshow/17457661.cms",2012,12
"Miles to go in AIDS battle","http://timesofindia.indiatimes.com//home/campaigns/Miles-to-go-in-AIDS-battle/articleshow/17457668.cms",2012,12
"AIDS spectre still haunts Kishanganj","http://timesofindia.indiatimes.com//city/patna/AIDS-spectre-still-haunts-Kishanganj/articleshow/17458001.cms",2012,12
"Bicycle rally on AIDS awareness by Chhatrapati Shahuji Maharaj University","http://timesofindia.indiatimes.com//city/kanpur/Bicycle-rally-on-AIDS-awareness-by-Chhatrapati-Shahuji-Maharaj-University/articleshow/17458812.cms",2012,12
"A model response to AIDS","http://timesofindia.indiatimes.com//home/campaigns/A-model-response-to-AIDS/articleshow/17470915.cms",2012,12
"Miles to go in AIDS battle","http://timesofindia.indiatimes.com//home/campaigns/Miles-to-go-in-AIDS-battle/articleshow/17470923.cms",2012,12
"60% women in Bihar are aware of AIDS","http://timesofindia.indiatimes.com//city/patna/60-women-in-Bihar-are-aware-of-AIDS/articleshow/17471706.cms",2012,12
"A model response to AIDS","http://timesofindia.indiatimes.com//home/campaigns/A-model-response-to-AIDS/articleshow/17485037.cms",2012,12
"Miles to go in AIDS battle","http://timesofindia.indiatimes.com//home/campaigns/Miles-to-go-in-AIDS-battle/articleshow/17485047.cms",2012,12
"A model response to AIDS","http://timesofindia.indiatimes.com//home/campaigns/A-model-response-to-AIDS/articleshow/17499202.cms",2012,12
"Miles to go in AIDS battle","http://timesofindia.indiatimes.com//home/campaigns/Miles-to-go-in-AIDS-battle/articleshow/17499213.cms",2012,12
"A model response to AIDS","http://timesofindia.indiatimes.com//home/campaigns/A-model-response-to-AIDS/articleshow/17513483.cms",2012,12
"Miles to go in AIDS battle","http://timesofindia.indiatimes.com//home/campaigns/Miles-to-go-in-AIDS-battle/articleshow/17513504.cms",2012,12
"A model response to AIDS","http://timesofindia.indiatimes.com//home/campaigns/A-model-response-to-AIDS/articleshow/17527221.cms",2012,12
"Miles to go in AIDS battle","http://timesofindia.indiatimes.com//home/campaigns/Miles-to-go-in-AIDS-battle/articleshow/17527228.cms",2012,12
"Doctors force headbands onto HIV patients","http://timesofindia.indiatimes.com//city/ahmedabad/Doctors-force-headbands-onto-HIV-patients/articleshow/17607831.cms",2012,12
"Doctors force headbands onto HIV patients","http://timesofindia.indiatimes.com//city/ahmedabad/Doctors-force-headbands-onto-HIV-patients/articleshow/17620961.cms",2012,12
"AIDS body seeks govt aid, shelter for patients","http://timesofindia.indiatimes.com//city/ranchi/AIDS-body-seeks-govt-aid-shelter-for-patients/articleshow/17648893.cms",2012,12
"AIDS body rejects Centre's condom report","http://timesofindia.indiatimes.com//city/ranchi/AIDS-body-rejects-Centres-condom-report/articleshow/17658595.cms",2012,12
"30 new clubs to create AIDS awareness among youth","http://timesofindia.indiatimes.com//city/goa/30-new-clubs-to-create-AIDS-awareness-among-youth/articleshow/17673186.cms",2012,12
"Assam guv assistance for HIV positives","http://timesofindia.indiatimes.com//city/guwahati/Assam-guv-assistance-for-HIV-positives/articleshow/17673392.cms",2012,12
"NGO blamed for HIV patient's death","http://timesofindia.indiatimes.com//city/hyderabad/NGO-blamed-for-HIV-patients-death/articleshow/17699087.cms",2012,12
"Among blood donors, 157 found HIV positive last year","http://timesofindia.indiatimes.com//city/raipur/Among-blood-donors-157-found-HIV-positive-last-year/articleshow/17763193.cms",2012,12
"Aids patients in Karnataka can now travel for free to seek antiretroviral treatment","http://timesofindia.indiatimes.com//city/bengaluru/Aids-patients-in-Karnataka-can-now-travel-for-free-to-seek-antiretroviral-treatment/articleshow/17874074.cms",2013,1
"A jab that can halt HIV growth briefly","http://timesofindia.indiatimes.com//home/science/A-jab-that-can-halt-HIV-growth-briefly/articleshow/17881146.cms",2013,1
"AIDS unit in Madurai to spread awareness through folk media","http://timesofindia.indiatimes.com//city/madurai/AIDS-unit-in-Madurai-to-spread-awareness-through-folk-media/articleshow/17962184.cms",2013,1
"Rohtak tops in AIDS cases","http://timesofindia.indiatimes.com//city/chandigarh/Rohtak-tops-in-AIDS-cases/articleshow/18000849.cms",2013,1
"Youths sensitized about HIV, tobacco intake","http://timesofindia.indiatimes.com//city/jaipur/Youths-sensitized-about-HIV-tobacco-intake/articleshow/18000857.cms",2013,1
"Honoured for contribution to AIDS awareness","http://timesofindia.indiatimes.com//city/ludhiana/Honoured-for-contribution-to-AIDS-awareness/articleshow/18001024.cms",2013,1
"Lab told to pay youth Rs 2L for wrong HIV diagnosis","http://timesofindia.indiatimes.com//city/delhi/Lab-told-to-pay-youth-Rs-2L-for-wrong-HIV-diagnosis/articleshow/18026059.cms",2013,1
"Government medical college and hospital fetes kids living with HIV","http://timesofindia.indiatimes.com//city/nagpur/Government-medical-college-and-hospital-fetes-kids-living-with-HIV/articleshow/18039565.cms",2013,1
"Australian experts offer hope for AIDS cure","http://timesofindia.indiatimes.com//home/science/Australian-experts-offer-hope-for-AIDS-cure/articleshow/18055677.cms",2013,1
"HIV awareness through folk medium","http://timesofindia.indiatimes.com//city/madurai/HIV-awareness-through-folk-medium/articleshow/18125451.cms",2013,1
"Lesson on AIDS for young docs","http://timesofindia.indiatimes.com//city/ranchi/Lesson-on-AIDS-for-young-docs/articleshow/18125971.cms",2013,1
"TBGRI seeks help to develop HIV drug","http://timesofindia.indiatimes.com//city/thiruvananthapuram/TBGRI-seeks-help-to-develop-HIV-drug/articleshow/18159703.cms",2013,1
"'AIDS virus has ancient origins�","http://timesofindia.indiatimes.com//home/science/AIDS-virus-has-ancient-origins/articleshow/18192238.cms",2013,1
"Youngsters opt for HIV tests before marriage","http://timesofindia.indiatimes.com//city/ranchi/Youngsters-opt-for-HIV-tests-before-marriage/articleshow/18252975.cms",2013,1
"Act early to prevent AIDS","http://timesofindia.indiatimes.com//life-style/health-fitness/health-news/Act-early-to-prevent-AIDS/articleshow/17450275.cms",2013,2
"No survey conducted in 5 years to gauge AIDS","http://timesofindia.indiatimes.com//city/ludhiana/No-survey-conducted-in-5-years-to-gauge-AIDS/articleshow/18312895.cms",2013,2
"I Am Kalam director to make film on AIDS","http://timesofindia.indiatimes.com//entertainment/hindi/bollywood/news/I-Am-Kalam-director-to-make-film-on-AIDS/articleshow/18331144.cms",2013,2
"HIV does not dampen child's aspirations","http://timesofindia.indiatimes.com//city/goa/HIV-does-not-dampen-childs-aspirations/articleshow/18358830.cms",2013,2
"Technology now aids them in 'reading without seeing'","http://timesofindia.indiatimes.com//city/nagpur/Technology-now-aids-them-in-reading-without-seeing/articleshow/18438968.cms",2013,2
"7-month wait for HIV positive man to get new kidney","http://timesofindia.indiatimes.com//city/mumbai/7-month-wait-for-HIV-positive-man-to-get-new-kidney/articleshow/18474167.cms",2013,2
"HC tells cops to probe abuse of HIV+ boy","http://timesofindia.indiatimes.com//city/delhi/HC-tells-cops-to-probe-abuse-of-HIV-boy/articleshow/18636611.cms",2013,2
"Delay in regulating ammonium nitrate aids terrorists","http://timesofindia.indiatimes.com//city/nagpur/Delay-in-regulating-ammonium-nitrate-aids-terrorists/articleshow/18637600.cms",2013,2
"Evidence of language aids panchayat member's ouster","http://timesofindia.indiatimes.com//city/goa/Evidence-of-language-aids-panchayat-members-ouster/articleshow/18726068.cms",2013,2
"UK to fund IVF for lesbians, HIV patients","http://timesofindia.indiatimes.com//world/uk/UK-to-fund-IVF-for-lesbians-HIV-patients/articleshow/18772177.cms",2013,3
"Maharasthra seeks drug stock details from AIDS societies","http://timesofindia.indiatimes.com//city/mumbai/Maharasthra-seeks-drug-stock-details-from-AIDS-societies/articleshow/18802600.cms",2013,3
"Team of US doctors claims to have cured infant of HIV","http://timesofindia.indiatimes.com//home/science/Team-of-US-doctors-claims-to-have-cured-infant-of-HIV/articleshow/18804049.cms",2013,3
"Tamil Nadu NGOs list dead, draw funds to control AIDS","http://timesofindia.indiatimes.com//india/Tamil-Nadu-NGOs-list-dead-draw-funds-to-control-AIDS/articleshow/18804526.cms",2013,3
"Banaskantha in state HIV red list","http://timesofindia.indiatimes.com//city/ahmedabad/Banaskantha-in-state-HIV-red-list/articleshow/18806017.cms",2013,3
"Village girls work for HIV+ awareness","http://timesofindia.indiatimes.com//city/patna/Village-girls-work-for-HIV-awareness/articleshow/18872448.cms",2013,3
"Sting in the bee venom can kill HIV","http://timesofindia.indiatimes.com//home/science/Sting-in-the-bee-venom-can-kill-HIV/articleshow/18873836.cms",2013,3
"Casual approach to AIDS lead to jump in HIV positive cases","http://timesofindia.indiatimes.com//city/guwahati/Casual-approach-to-AIDS-lead-to-jump-in-HIV-positive-cases/articleshow/18906474.cms",2013,3
"Nearly 15k HIV deaths in 3 years","http://timesofindia.indiatimes.com//city/mumbai/Nearly-15k-HIV-deaths-in-3-years/articleshow/19012071.cms",2013,3
"Mobility aids bring smile on faces of differently abled","http://timesofindia.indiatimes.com//city/jaipur/Mobility-aids-bring-smile-on-faces-of-differently-abled/articleshow/19082060.cms",2013,3
"AIDS on rise in Assam","http://timesofindia.indiatimes.com//city/guwahati/AIDS-on-rise-in-Assam/articleshow/19211563.cms",2013,3
"HIV spreading among students in China","http://timesofindia.indiatimes.com//world/china/HIV-spreading-among-students-in-China/articleshow/19293693.cms",2013,3
"Advanced device aids in TB detection cases in district","http://timesofindia.indiatimes.com//city/allahabad/Advanced-device-aids-in-TB-detection-cases-in-district/articleshow/19315194.cms",2013,4
"Guntur HIV positive girl baffles doctors","http://timesofindia.indiatimes.com//city/hyderabad/Guntur-HIV-positive-girl-baffles-doctors/articleshow/19389997.cms",2013,4
"Govt hospital in Bengal shoos away HIV patient","http://timesofindia.indiatimes.com//city/kolkata/Govt-hospital-in-Bengal-shoos-away-HIV-patient/articleshow/19436403.cms",2013,4
"Cops beat up HIV positive activists","http://timesofindia.indiatimes.com//city/kolkata/Cops-beat-up-HIV-positive-activists/articleshow/19453028.cms",2013,4
"HIV cases come down in Belgaum district","http://timesofindia.indiatimes.com//city/hubballi/HIV-cases-come-down-in-Belgaum-district/articleshow/19486880.cms",2013,4
"HIV positive kids with healthy parents flummox doctors in Goa","http://timesofindia.indiatimes.com//city/goa/HIV-positive-kids-with-healthy-parents-flummox-doctors-in-Goa/articleshow/19502082.cms",2013,4
"Goa's Aids workers to tie ribbons, join national strike","http://timesofindia.indiatimes.com//city/goa/Goas-Aids-workers-to-tie-ribbons-join-national-strike/articleshow/19502503.cms",2013,4
"HIV machine lying defunct at SCB","http://timesofindia.indiatimes.com//city/bhubaneswar/HIV-machine-lying-defunct-at-SCB/articleshow/19553698.cms",2013,4
"RSRTC not to mention disease on smart cards for HIV patients","http://timesofindia.indiatimes.com//city/jaipur/RSRTC-not-to-mention-disease-on-smart-cards-for-HIV-patients/articleshow/19570858.cms",2013,4
"Drug sent to brain for more effective HIV treatment","http://timesofindia.indiatimes.com//home/science/Drug-sent-to-brain-for-more-effective-HIV-treatment/articleshow/19670857.cms",2013,4
"Leash on Naco funds stops free HIV treatment","http://timesofindia.indiatimes.com//city/ranchi/Leash-on-Naco-funds-stops-free-HIV-treatment/articleshow/19719264.cms",2013,4
"Court equates HIV+ with venereal disease, grants man divorce","http://timesofindia.indiatimes.com//city/chennai/Court-equates-HIV-with-venereal-disease-grants-man-divorce/articleshow/19734016.cms",2013,4
"Imphal gym infuses new life into HIV positive people","http://timesofindia.indiatimes.com//city/guwahati/Imphal-gym-infuses-new-life-into-HIV-positive-people/articleshow/19796809.cms",2013,4
"US global AIDS coordinator to visit India","http://timesofindia.indiatimes.com//india/US-global-AIDS-coordinator-to-visit-India/articleshow/19813408.cms",2013,5
"AIDS global envoy visits BHU","http://timesofindia.indiatimes.com//city/varanasi/AIDS-global-envoy-visits-BHU/articleshow/19875126.cms",2013,5
"New sex 'superbug' may be more infectious than AIDS","http://timesofindia.indiatimes.com//home/science/New-sex-superbug-may-be-more-infectious-than-AIDS/articleshow/19926927.cms",2013,5
"'Private hospitals not reporting AIDS cases on time'","http://timesofindia.indiatimes.com//city/hyderabad/Private-hospitals-not-reporting-AIDS-cases-on-time/articleshow/19959759.cms",2013,5
"Manipur observes World AIDS Orphan Day","http://timesofindia.indiatimes.com//city/guwahati/Manipur-observes-World-AIDS-Orphan-Day/articleshow/19962082.cms",2013,5
"Public transport to drive campaign against HIV","http://timesofindia.indiatimes.com//city/thiruvananthapuram/Public-transport-to-drive-campaign-against-HIV/articleshow/20022163.cms",2013,5
"High court seeks reply from National Aids Control Organisation on treatment of people with AIDS","http://timesofindia.indiatimes.com//city/patna/High-court-seeks-reply-from-National-Aids-Control-Organisation-on-treatment-of-people-with-AIDS/articleshow/20040433.cms",2013,5
"Kidney swap transplant offers a gift of life to HIV+ auto driver","http://timesofindia.indiatimes.com//city/mumbai/Kidney-swap-transplant-offers-a-gift-of-life-to-HIV-auto-driver/articleshow/20057370.cms",2013,5
"Discrimination against HIV+ patients continues at Burhanpur hospital","http://timesofindia.indiatimes.com//city/indore/Discrimination-against-HIV-patients-continues-at-Burhanpur-hospital/articleshow/20059358.cms",2013,5
"Bihar's HIV narrative in the light of red candles","http://timesofindia.indiatimes.com//city/patna/Bihars-HIV-narrative-in-the-light-of-red-candles/articleshow/20129123.cms",2013,5
"Stigma hides real HIV picture in tribal hamlets","http://timesofindia.indiatimes.com//city/visakhapatnam/Stigma-hides-real-HIV-picture-in-tribal-hamlets/articleshow/20218761.cms",2013,5
"AIDS programme hit by delay in funds from Centre","http://timesofindia.indiatimes.com//city/guwahati/AIDS-programme-hit-by-delay-in-funds-from-Centre/articleshow/20222105.cms",2013,5
"Centre cuts AIDS fund by 65%","http://timesofindia.indiatimes.com//city/chennai/Centre-cuts-AIDS-fund-by-65/articleshow/20255551.cms",2013,5
"Panel seeks aids for disabled at DU","http://timesofindia.indiatimes.com//home/education/news/Panel-seeks-aids-for-disabled-at-DU/articleshow/20267104.cms",2013,5
"Nagaland among top 6 HIV prevalence states","http://timesofindia.indiatimes.com//city/guwahati/Nagaland-among-top-6-HIV-prevalence-states/articleshow/20269434.cms",2013,5
"Guntur HIV girl's condition worsens","http://timesofindia.indiatimes.com//city/hyderabad/Guntur-HIV-girls-condition-worsens/articleshow/20320476.cms",2013,5
"HIV deciphered, scientists hope to find its weakness","http://timesofindia.indiatimes.com//home/science/HIV-deciphered-scientists-hope-to-find-its-weakness/articleshow/20355508.cms",2013,5
"WHO approves first circumcision device to slow AIDS spread","http://timesofindia.indiatimes.com//home/science/WHO-approves-first-circumcision-device-to-slow-AIDS-spread/articleshow/20410251.cms",2013,6
"Doctors refuse to conduct autopsy of HIV positive victim","http://timesofindia.indiatimes.com//city/jaipur/Doctors-refuse-to-conduct-autopsy-of-HIV-positive-victim/articleshow/20418562.cms",2013,6
"Doctors refuse to conduct autopsy of HIV positive victim","http://timesofindia.indiatimes.com//india/Doctors-refuse-to-conduct-autopsy-of-HIV-positive-victim/articleshow/20418493.cms",2013,6
"Travel scheme gives HIV treatment centres a boost","http://timesofindia.indiatimes.com//city/mangaluru/Travel-scheme-gives-HIV-treatment-centres-a-boost/articleshow/20468194.cms",2013,6
"HIV positive man found dead in hospital cabin","http://timesofindia.indiatimes.com//city/kolkata/HIV-positive-man-found-dead-in-hospital-cabin/articleshow/20468792.cms",2013,6
"'Create awareness on HIV, AIDS'","http://timesofindia.indiatimes.com//city/guwahati/Create-awareness-on-HIV-AIDS/articleshow/20502032.cms",2013,6
"Chennai-Yale study pitches for universal HIV test to cut cost","http://timesofindia.indiatimes.com//city/chennai/Chennai-Yale-study-pitches-for-universal-HIV-test-to-cut-cost/articleshow/20549282.cms",2013,6
"Wedding called off after groom hears that bride's parents died of AIDS","http://timesofindia.indiatimes.com//city/madurai/Wedding-called-off-after-groom-hears-that-brides-parents-died-of-AIDS/articleshow/20563385.cms",2013,6
"HIV positive couples give birth to healthy babies","http://timesofindia.indiatimes.com//city/ahmedabad/HIV-positive-couples-give-birth-to-healthy-babies/articleshow/20566321.cms",2013,6
"Once-a-day pill halves HIV risk in drug users","http://timesofindia.indiatimes.com//home/science/Once-a-day-pill-halves-HIV-risk-in-drug-users/articleshow/20581624.cms",2013,6
"'Polymerase Chain Reaction test to detect HIV not possible in all blood banks'","http://timesofindia.indiatimes.com//city/ahmedabad/Polymerase-Chain-Reaction-test-to-detect-HIV-not-possible-in-all-blood-banks/articleshow/20582144.cms",2013,6
"National Aids Control Organisation terms UP's 132 villages sensitive to HIV transmission","http://timesofindia.indiatimes.com//city/allahabad/National-Aids-Control-Organisation-terms-UPs-132-villages-sensitive-to-HIV-transmission/articleshow/20582890.cms",2013,6
"HIV+ man donates blood, infects five in Assam","http://timesofindia.indiatimes.com//city/guwahati/HIV-man-donates-blood-infects-five-in-Assam/articleshow/20596175.cms",2013,6
"High court rejects plea for wife to undergo check-up for HIV","http://timesofindia.indiatimes.com//city/mumbai/High-court-rejects-plea-for-wife-to-undergo-check-up-for-HIV/articleshow/20596343.cms",2013,6
"Folk arts to help fight AIDS in villages","http://timesofindia.indiatimes.com//city/allahabad/Folk-arts-to-help-fight-AIDS-in-villages/articleshow/20598828.cms",2013,6
"Five test positive for HIV after blood transfusion at Assam hospital","http://timesofindia.indiatimes.com//india/Five-test-positive-for-HIV-after-blood-transfusion-at-Assam-hospital/articleshow/20610613.cms",2013,6
"Sharing the same AIDS tale","http://timesofindia.indiatimes.com//city/nagpur/Sharing-the-same-AIDS-tale/articleshow/20612339.cms",2013,6
"Government exploring legal action against hospital officials in HIV case: Tarun Gogoi","http://timesofindia.indiatimes.com//city/guwahati/Government-exploring-legal-action-against-hospital-officials-in-HIV-case-Tarun-Gogoi/articleshow/20638070.cms",2013,6
"Music event to raise AIDS awareness","http://timesofindia.indiatimes.com//city/guwahati/Music-event-to-raise-AIDS-awareness/articleshow/20638110.cms",2013,6
"Rs 2 crore payment glitch stops treatment of AIDS patients across India","http://timesofindia.indiatimes.com//city/nagpur/Rs-2-crore-payment-glitch-stops-treatment-of-AIDS-patients-across-India/articleshow/20638712.cms",2013,6
"Another kid infected by HIV in Junagadh","http://timesofindia.indiatimes.com//city/rajkot/Another-kid-infected-by-HIV-in-Junagadh/articleshow/20639943.cms",2013,6
"Folk artistes roped in for AIDS awareness efforts","http://timesofindia.indiatimes.com//city/allahabad/Folk-artistes-roped-in-for-AIDS-awareness-efforts/articleshow/20640432.cms",2013,6
"Relief for HIV+ students in offing","http://timesofindia.indiatimes.com//city/pune/Relief-for-HIV-students-in-offing/articleshow/20673671.cms",2013,6
"Chennai corporation targets metro workers for AIDS awareness campaign","http://timesofindia.indiatimes.com//city/chennai/Chennai-corporation-targets-metro-workers-for-AIDS-awareness-campaign/articleshow/20677791.cms",2013,6
"Government wakes up to plight of HIV+ girls","http://timesofindia.indiatimes.com//city/surat/Government-wakes-up-to-plight-of-HIV-girls/articleshow/20695743.cms",2013,6
"HIV patients fare better under ASHA care","http://timesofindia.indiatimes.com//india/HIV-patients-fare-better-under-ASHA-care/articleshow/20739584.cms",2013,6
"No help in sight for 'AIDS orphans'","http://timesofindia.indiatimes.com//city/visakhapatnam/No-help-in-sight-for-AIDS-orphans/articleshow/20771727.cms",2013,6
"Will HIV family be third-generation lucky?","http://timesofindia.indiatimes.com//city/ahmedabad/Will-HIV-family-be-third-generation-lucky/articleshow/20851216.cms",2013,7
"Rajasthan told to contain spurt in HIV positive cases","http://timesofindia.indiatimes.com//city/jaipur/Rajasthan-told-to-contain-spurt-in-HIV-positive-cases/articleshow/20903117.cms",2013,7
"Critical HIV + patient asked to leave private hospital","http://timesofindia.indiatimes.com//city/bhopal/Critical-HIV-patient-asked-to-leave-private-hospital/articleshow/20919377.cms",2013,7
"HIV positive orphan girls not attending school for 20 days now","http://timesofindia.indiatimes.com//city/surat/HIV-positive-orphan-girls-not-attending-school-for-20-days-now/articleshow/20921094.cms",2013,7
"New HIV treatment guidelines offer hope","http://timesofindia.indiatimes.com//city/lucknow/New-HIV-treatment-guidelines-offer-hope/articleshow/20921293.cms",2013,7
"HIV+ girls to attend school under police protection","http://timesofindia.indiatimes.com//city/surat/HIV-girls-to-attend-school-under-police-protection/articleshow/21077473.cms",2013,7
"40 normal patients in Ratlam declared HIV+","http://timesofindia.indiatimes.com//city/indore/40-normal-patients-in-Ratlam-declared-HIV/articleshow/21203460.cms",2013,7
"A marriage of true minds, defying HIV stigma","http://timesofindia.indiatimes.com//city/bhubaneswar/A-marriage-of-true-minds-defying-HIV-stigma/articleshow/21230385.cms",2013,7
"HIV+ patient molests teen daughter, held","http://timesofindia.indiatimes.com//city/indore/HIV-patient-molests-teen-daughter-held/articleshow/21263208.cms",2013,7
"Neglected HIV patient receives support","http://timesofindia.indiatimes.com//city/varanasi/Neglected-HIV-patient-receives-support/articleshow/21352055.cms",2013,7
"Govt wakes up to plight of HIV couple's ostracised kids","http://timesofindia.indiatimes.com//city/allahabad/Govt-wakes-up-to-plight-of-HIV-couples-ostracised-kids/articleshow/21382864.cms",2013,7
"HIV positive women turn changemakers","http://timesofindia.indiatimes.com//india/HIV-positive-women-turn-changemakers/articleshow/21498490.cms",2013,7
"Teen HIV patient fends for self","http://timesofindia.indiatimes.com//city/ahmedabad/Teen-HIV-patient-fends-for-self/articleshow/21519936.cms",2013,8
"Forget a hug, HIV positive yet to get proper medical aid","http://timesofindia.indiatimes.com//city/varanasi/Forget-a-hug-HIV-positive-yet-to-get-proper-medical-aid/articleshow/21542847.cms",2013,8
"'HIV mothers on ARV can breastfeed'","http://timesofindia.indiatimes.com//city/visakhapatnam/HIV-mothers-on-ARV-can-breastfeed/articleshow/21586452.cms",2013,8
"HIV counselling put on fast track","http://timesofindia.indiatimes.com//city/bhubaneswar/HIV-counselling-put-on-fast-track/articleshow/21608844.cms",2013,8
"Naga CM vows to keep AIDS on political agenda","http://timesofindia.indiatimes.com//city/guwahati/Naga-CM-vows-to-keep-AIDS-on-political-agenda/articleshow/21720388.cms",2013,8
"HIV positive patient languishes in SSL Hospital","http://timesofindia.indiatimes.com//city/varanasi/HIV-positive-patient-languishes-in-SSL-Hospital/articleshow/21720892.cms",2013,8
"AIDS victim murdered by mother, brother due to social stigma","http://timesofindia.indiatimes.com//city/madurai/AIDS-victim-murdered-by-mother-brother-due-to-social-stigma/articleshow/21769847.cms",2013,8
"Now, free HIV test at all primary health centres","http://timesofindia.indiatimes.com//city/jaipur/Now-free-HIV-test-at-all-primary-health-centres/articleshow/21871376.cms",2013,8
"HIV via blood transfusion on the rise","http://timesofindia.indiatimes.com//city/hyderabad/HIV-via-blood-transfusion-on-the-rise/articleshow/21926970.cms",2013,8
"Diabetes has same effect as HIV on tuberculosis","http://timesofindia.indiatimes.com//city/chennai/Diabetes-has-same-effect-as-HIV-on-tuberculosis/articleshow/21928474.cms",2013,8
"HC gives directions to protect identity of HIV+ people","http://timesofindia.indiatimes.com//city/ahmedabad/HC-gives-directions-to-protect-identity-of-HIV-people/articleshow/21988136.cms",2013,8
"AIDS campaign to reach factory workers, truckers","http://timesofindia.indiatimes.com//city/allahabad/AIDS-campaign-to-reach-factory-workers-truckers/articleshow/21989064.cms",2013,8
"�Delay in HIV treatment may affect cognition, motor skills�","http://timesofindia.indiatimes.com//city/pune/Delay-in-HIV-treatment-may-affect-cognition-motor-skills/articleshow/21993237.cms",2013,8
"Activist alleges discrimination against HIV children in govt school","http://timesofindia.indiatimes.com//city/mangaluru/Activist-alleges-discrimination-against-HIV-children-in-govt-school/articleshow/22014508.cms",2013,8
"Abandoned kid found HIV positive","http://timesofindia.indiatimes.com//city/jaipur/Abandoned-kid-found-HIV-positive/articleshow/22018626.cms",2013,8
"Neglected at SSPG Hospital, HIV positive patient dies","http://timesofindia.indiatimes.com//city/varanasi/Neglected-at-SSPG-Hospital-HIV-positive-patient-dies/articleshow/22180161.cms",2013,8
"Maharashtra follows Andhra in number of living with HIV","http://timesofindia.indiatimes.com//india/Maharashtra-follows-Andhra-in-number-of-living-with-HIV/articleshow/22196659.cms",2013,9
"Two-drug combo pill to help fight HIV better","http://timesofindia.indiatimes.com//home/science/Two-drug-combo-pill-to-help-fight-HIV-better/articleshow/22218993.cms",2013,9
